[2024-12-06T17:52:46.426+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-12-06T17:52:46.435+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: LocalIngestionDag_v02.wget scheduled__2024-08-02T06:00:00+00:00 [queued]>
[2024-12-06T17:52:46.439+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: LocalIngestionDag_v02.wget scheduled__2024-08-02T06:00:00+00:00 [queued]>
[2024-12-06T17:52:46.439+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2024-12-06T17:52:46.445+0000] {taskinstance.py:2889} INFO - Executing <Task(BashOperator): wget> on 2024-08-02 06:00:00+00:00
[2024-12-06T17:52:46.449+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=2460) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2024-12-06T17:52:46.450+0000] {standard_task_runner.py:72} INFO - Started process 2461 to run task
[2024-12-06T17:52:46.450+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'LocalIngestionDag_v02', 'wget', 'scheduled__2024-08-02T06:00:00+00:00', '--job-id', '64', '--raw', '--subdir', 'DAGS_FOLDER/data_ingestion_local.py', '--cfg-path', '/tmp/tmpjodmkcm5']
[2024-12-06T17:52:46.452+0000] {standard_task_runner.py:105} INFO - Job 64: Subtask wget
[2024-12-06T17:52:46.729+0000] {task_command.py:467} INFO - Running <TaskInstance: LocalIngestionDag_v02.wget scheduled__2024-08-02T06:00:00+00:00 [running]> on host 39ecaeffba2c
[2024-12-06T17:52:48.907+0000] {subprocess.py:106} INFO -  40200K .......... .......... .......... .......... .......... 80%  109M 0s
[2024-12-06T17:52:48.907+0000] {subprocess.py:106} INFO -  40250K .......... .......... .......... .......... .......... 80%  163M 0s
[2024-12-06T17:52:48.907+0000] {subprocess.py:106} INFO -  40300K .......... .......... .......... .......... .......... 80%  141M 0s
[2024-12-06T17:52:48.908+0000] {subprocess.py:106} INFO -  40350K .......... .......... .......... .......... .......... 81% 72.8M 0s
[2024-12-06T17:52:48.908+0000] {subprocess.py:106} INFO -  40400K .......... .......... .......... .......... .......... 81% 73.5M 0s
[2024-12-06T17:52:48.908+0000] {subprocess.py:106} INFO -  40450K .......... .......... .......... .......... .......... 81%  126M 0s
[2024-12-06T17:52:48.908+0000] {subprocess.py:106} INFO -  40500K .......... .......... .......... .......... .......... 81%  246M 0s
[2024-12-06T17:52:48.908+0000] {subprocess.py:106} INFO -  40550K .......... .......... .......... .......... .......... 81%  217M 0s
[2024-12-06T17:52:48.909+0000] {subprocess.py:106} INFO -  40600K .......... .......... .......... .......... .......... 81%  211M 0s
[2024-12-06T17:52:48.909+0000] {subprocess.py:106} INFO -  40650K .......... .......... .......... .......... .......... 81% 79.2M 0s
[2024-12-06T17:52:48.909+0000] {subprocess.py:106} INFO -  40700K .......... .......... .......... .......... .......... 81%  136M 0s
[2024-12-06T17:52:48.909+0000] {subprocess.py:106} INFO -  40750K .......... .......... .......... .......... .......... 81%  190M 0s
[2024-12-06T17:52:48.909+0000] {subprocess.py:106} INFO -  40800K .......... .......... .......... .......... .......... 81%  171M 0s
[2024-12-06T17:52:48.910+0000] {subprocess.py:106} INFO -  40850K .......... .......... .......... .......... .......... 82%  268M 0s
[2024-12-06T17:52:48.910+0000] {subprocess.py:106} INFO -  40900K .......... .......... .......... .......... .......... 82%  229M 0s
[2024-12-06T17:52:48.910+0000] {subprocess.py:106} INFO -  40950K .......... .......... .......... .......... .......... 82%  213M 0s
[2024-12-06T17:52:48.910+0000] {subprocess.py:106} INFO -  41000K .......... .......... .......... .......... .......... 82%  101M 0s
[2024-12-06T17:52:48.910+0000] {subprocess.py:106} INFO -  41050K .......... .......... .......... .......... .......... 82% 92.3M 0s
[2024-12-06T17:52:48.911+0000] {subprocess.py:106} INFO -  41100K .......... .......... .......... .......... .......... 82%  135M 0s
[2024-12-06T17:52:48.911+0000] {subprocess.py:106} INFO -  41150K .......... .......... .......... .......... .......... 82%  198M 0s
[2024-12-06T17:52:48.911+0000] {subprocess.py:106} INFO -  41200K .......... .......... .......... .......... .......... 82%  148M 0s
[2024-12-06T17:52:48.912+0000] {subprocess.py:106} INFO -  41250K .......... .......... .......... .......... .......... 82%  233M 0s
[2024-12-06T17:52:48.912+0000] {subprocess.py:106} INFO -  41300K .......... .......... .......... .......... .......... 82%  219M 0s
[2024-12-06T17:52:48.912+0000] {subprocess.py:106} INFO -  41350K .......... .......... .......... .......... .......... 83% 89.4M 0s
[2024-12-06T17:52:48.912+0000] {subprocess.py:106} INFO -  41400K .......... .......... .......... .......... .......... 83% 83.7M 0s
[2024-12-06T17:52:48.913+0000] {subprocess.py:106} INFO -  41450K .......... .......... .......... .......... .......... 83%  150M 0s
[2024-12-06T17:52:48.913+0000] {subprocess.py:106} INFO -  41500K .......... .......... .......... .......... .......... 83%  149M 0s
[2024-12-06T17:52:48.914+0000] {subprocess.py:106} INFO -  41550K .......... .......... .......... .......... .......... 83%  222M 0s
[2024-12-06T17:52:48.914+0000] {subprocess.py:106} INFO -  41600K .......... .......... .......... .......... .......... 83%  192M 0s
[2024-12-06T17:52:48.914+0000] {subprocess.py:106} INFO -  41650K .......... .......... .......... .......... .......... 83%  181M 0s
[2024-12-06T17:52:48.915+0000] {subprocess.py:106} INFO -  41700K .......... .......... .......... .......... .......... 83%  105M 0s
[2024-12-06T17:52:48.915+0000] {subprocess.py:106} INFO -  41750K .......... .......... .......... .......... .......... 83%  221M 0s
[2024-12-06T17:52:48.915+0000] {subprocess.py:106} INFO -  41800K .......... .......... .......... .......... .......... 83%  104M 0s
[2024-12-06T17:52:48.915+0000] {subprocess.py:106} INFO -  41850K .......... .......... .......... .......... .......... 84% 73.2M 0s
[2024-12-06T17:52:48.916+0000] {subprocess.py:106} INFO -  41900K .......... .......... .......... .......... .......... 84%  151M 0s
[2024-12-06T17:52:48.916+0000] {subprocess.py:106} INFO -  41950K .......... .......... .......... .......... .......... 84%  190M 0s
[2024-12-06T17:52:48.916+0000] {subprocess.py:106} INFO -  42000K .......... .......... .......... .......... .......... 84% 74.2M 0s
[2024-12-06T17:52:48.916+0000] {subprocess.py:106} INFO -  42050K .......... .......... .......... .......... .......... 84%  110M 0s
[2024-12-06T17:52:48.916+0000] {subprocess.py:106} INFO -  42100K .......... .......... .......... .......... .......... 84%  189M 0s
[2024-12-06T17:52:48.916+0000] {subprocess.py:106} INFO -  42150K .......... .......... .......... .......... .......... 84%  193M 0s
[2024-12-06T17:52:48.917+0000] {subprocess.py:106} INFO -  42200K .......... .......... .......... .......... .......... 84% 76.8M 0s
[2024-12-06T17:52:48.917+0000] {subprocess.py:106} INFO -  42250K .......... .......... .......... .......... .......... 84%  120M 0s
[2024-12-06T17:52:48.917+0000] {subprocess.py:106} INFO -  42300K .......... .......... .......... .......... .......... 84%  142M 0s
[2024-12-06T17:52:48.917+0000] {subprocess.py:106} INFO -  42350K .......... .......... .......... .......... .......... 85% 66.1M 0s
[2024-12-06T17:52:48.917+0000] {subprocess.py:106} INFO -  42400K .......... .......... .......... .......... .......... 85%  111M 0s
[2024-12-06T17:52:48.918+0000] {subprocess.py:106} INFO -  42450K .......... .......... .......... .......... .......... 85% 49.0M 0s
[2024-12-06T17:52:48.918+0000] {subprocess.py:106} INFO -  42500K .......... .......... .......... .......... .......... 85% 84.0M 0s
[2024-12-06T17:52:48.918+0000] {subprocess.py:106} INFO -  42550K .......... .......... .......... .......... .......... 85% 82.1M 0s
[2024-12-06T17:52:48.919+0000] {subprocess.py:106} INFO -  42600K .......... .......... .......... .......... .......... 85%  167M 0s
[2024-12-06T17:52:48.919+0000] {subprocess.py:106} INFO -  42650K .......... .......... .......... .......... .......... 85%  151M 0s
[2024-12-06T17:52:48.919+0000] {subprocess.py:106} INFO -  42700K .......... .......... .......... .......... .......... 85%  154M 0s
[2024-12-06T17:52:48.920+0000] {subprocess.py:106} INFO -  42750K .......... .......... .......... .......... .......... 85%  187M 0s
[2024-12-06T17:52:48.922+0000] {subprocess.py:106} INFO -  42800K .......... .......... .......... .......... .......... 85%  110M 0s
[2024-12-06T17:52:48.927+0000] {subprocess.py:106} INFO -  42850K .......... .......... .......... .......... .......... 86% 65.0M 0s
[2024-12-06T17:52:48.927+0000] {subprocess.py:106} INFO -  42900K .......... .......... .......... .......... .......... 86%  133M 0s
[2024-12-06T17:52:48.927+0000] {subprocess.py:106} INFO -  42950K .......... .......... .......... .......... .......... 86%  128M 0s
[2024-12-06T17:52:48.927+0000] {subprocess.py:106} INFO -  43000K .......... .......... .......... .......... .......... 86% 84.0M 0s
[2024-12-06T17:52:48.927+0000] {subprocess.py:106} INFO -  43050K .......... .......... .......... .......... .......... 86% 91.5M 0s
[2024-12-06T17:52:48.928+0000] {subprocess.py:106} INFO -  43100K .......... .......... .......... .......... .......... 86% 60.8M 0s
[2024-12-06T17:52:48.934+0000] {subprocess.py:106} INFO -  43150K .......... .......... .......... .......... .......... 86% 96.2M 0s
[2024-12-06T17:52:48.935+0000] {subprocess.py:106} INFO -  43200K .......... .......... .......... .......... .......... 86%  104M 0s
[2024-12-06T17:52:48.935+0000] {subprocess.py:106} INFO -  43250K .......... .......... .......... .......... .......... 86% 58.2M 0s
[2024-12-06T17:52:48.936+0000] {subprocess.py:106} INFO -  43300K .......... .......... .......... .......... .......... 86% 86.4M 0s
[2024-12-06T17:52:48.936+0000] {subprocess.py:106} INFO -  43350K .......... .......... .......... .......... .......... 87%  191M 0s
[2024-12-06T17:52:48.936+0000] {subprocess.py:106} INFO -  43400K .......... .......... .......... .......... .......... 87%  109M 0s
[2024-12-06T17:52:48.937+0000] {subprocess.py:106} INFO -  43450K .......... .......... .......... .......... .......... 87%  154M 0s
[2024-12-06T17:52:48.937+0000] {subprocess.py:106} INFO -  43500K .......... .......... .......... .......... .......... 87% 71.6M 0s
[2024-12-06T17:52:48.937+0000] {subprocess.py:106} INFO -  43550K .......... .......... .......... .......... .......... 87%  118M 0s
[2024-12-06T17:52:48.937+0000] {subprocess.py:106} INFO -  43600K .......... .......... .......... .......... .......... 87% 71.9M 0s
[2024-12-06T17:52:48.938+0000] {subprocess.py:106} INFO -  43650K .......... .......... .......... .......... .......... 87%  146M 0s
[2024-12-06T17:52:48.945+0000] {subprocess.py:106} INFO -  43700K .......... .......... .......... .......... .......... 87%  101M 0s
[2024-12-06T17:52:48.945+0000] {subprocess.py:106} INFO -  43750K .......... .......... .......... .......... .......... 87% 94.1M 0s
[2024-12-06T17:52:48.945+0000] {subprocess.py:106} INFO -  43800K .......... .......... .......... .......... .......... 87%  138M 0s
[2024-12-06T17:52:48.947+0000] {subprocess.py:106} INFO -  43850K .......... .......... .......... .......... .......... 88% 29.1M 0s
[2024-12-06T17:52:48.948+0000] {subprocess.py:106} INFO -  43900K .......... .......... .......... .......... .......... 88% 58.1M 0s
[2024-12-06T17:52:48.951+0000] {subprocess.py:106} INFO -  43950K .......... .......... .......... .......... .......... 88% 60.8M 0s
[2024-12-06T17:52:48.951+0000] {subprocess.py:106} INFO -  44000K .......... .......... .......... .......... .......... 88% 26.4M 0s
[2024-12-06T17:52:48.951+0000] {subprocess.py:106} INFO -  44050K .......... .......... .......... .......... .......... 88% 56.2M 0s
[2024-12-06T17:52:48.952+0000] {subprocess.py:106} INFO -  44100K .......... .......... .......... .......... .......... 88% 82.0M 0s
[2024-12-06T17:52:48.952+0000] {subprocess.py:106} INFO -  44150K .......... .......... .......... .......... .......... 88% 94.1M 0s
[2024-12-06T17:52:48.952+0000] {subprocess.py:106} INFO -  44200K .......... .......... .......... .......... .......... 88% 46.4M 0s
[2024-12-06T17:52:48.953+0000] {subprocess.py:106} INFO -  44250K .......... .......... .......... .......... .......... 88% 67.6M 0s
[2024-12-06T17:52:48.956+0000] {subprocess.py:106} INFO -  44300K .......... .......... .......... .......... .......... 88% 61.3M 0s
[2024-12-06T17:52:48.957+0000] {subprocess.py:106} INFO -  44350K .......... .......... .......... .......... .......... 89%  275M 0s
[2024-12-06T17:52:48.958+0000] {subprocess.py:106} INFO -  44400K .......... .......... .......... .......... .......... 89%  101M 0s
[2024-12-06T17:52:48.958+0000] {subprocess.py:106} INFO -  44450K .......... .......... .......... .......... .......... 89% 99.9M 0s
[2024-12-06T17:52:48.959+0000] {subprocess.py:106} INFO -  44500K .......... .......... .......... .......... .......... 89% 42.3M 0s
[2024-12-06T17:52:48.959+0000] {subprocess.py:106} INFO -  44550K .......... .......... .......... .......... .......... 89% 38.2M 0s
[2024-12-06T17:52:48.960+0000] {subprocess.py:106} INFO -  44600K .......... .......... .......... .......... .......... 89%  188M 0s
[2024-12-06T17:52:48.960+0000] {subprocess.py:106} INFO -  44650K .......... .......... .......... .......... .......... 89%  227M 0s
[2024-12-06T17:52:48.960+0000] {subprocess.py:106} INFO -  44700K .......... .......... .......... .......... .......... 89%  287M 0s
[2024-12-06T17:52:48.961+0000] {subprocess.py:106} INFO -  44750K .......... .......... .......... .......... .......... 89%  139M 0s
[2024-12-06T17:52:48.961+0000] {subprocess.py:106} INFO -  44800K .......... .......... .......... .......... .......... 89%  202M 0s
[2024-12-06T17:52:48.962+0000] {subprocess.py:106} INFO -  44850K .......... .......... .......... .......... .......... 90%  175M 0s
[2024-12-06T17:52:48.962+0000] {subprocess.py:106} INFO -  44900K .......... .......... .......... .......... .......... 90%  182M 0s
[2024-12-06T17:52:48.962+0000] {subprocess.py:106} INFO -  44950K .......... .......... .......... .......... .......... 90% 46.1M 0s
[2024-12-06T17:52:48.967+0000] {subprocess.py:106} INFO -  45000K .......... .......... .......... .......... .......... 90%  257M 0s
[2024-12-06T17:52:48.972+0000] {subprocess.py:106} INFO -  45050K .......... .......... .......... .......... .......... 90%  256M 0s
[2024-12-06T17:52:48.973+0000] {subprocess.py:106} INFO -  45100K .......... .......... .......... .......... .......... 90% 87.4M 0s
[2024-12-06T17:52:48.974+0000] {subprocess.py:106} INFO -  45150K .......... .......... .......... .......... .......... 90%  127M 0s
[2024-12-06T17:52:48.975+0000] {subprocess.py:106} INFO -  45200K .......... .......... .......... .......... .......... 90% 60.3M 0s
[2024-12-06T17:52:48.976+0000] {subprocess.py:106} INFO -  45250K .......... .......... .......... .......... .......... 90%  128M 0s
[2024-12-06T17:52:48.978+0000] {subprocess.py:106} INFO -  45300K .......... .......... .......... .......... .......... 90% 71.7M 0s
[2024-12-06T17:52:48.978+0000] {subprocess.py:106} INFO -  45350K .......... .......... .......... .......... .......... 91%  138M 0s
[2024-12-06T17:52:48.979+0000] {subprocess.py:106} INFO -  45400K .......... .......... .......... .......... .......... 91% 23.3M 0s
[2024-12-06T17:52:48.980+0000] {subprocess.py:106} INFO -  45450K .......... .......... .......... .......... .......... 91%  135M 0s
[2024-12-06T17:52:48.982+0000] {subprocess.py:106} INFO -  45500K .......... .......... .......... .......... .......... 91% 73.1M 0s
[2024-12-06T17:52:48.983+0000] {subprocess.py:106} INFO -  45550K .......... .......... .......... .......... .......... 91%  225M 0s
[2024-12-06T17:52:48.983+0000] {subprocess.py:106} INFO -  45600K .......... .......... .......... .......... .......... 91%  123M 0s
[2024-12-06T17:52:48.983+0000] {subprocess.py:106} INFO -  45650K .......... .......... .......... .......... .......... 91%  147M 0s
[2024-12-06T17:52:48.984+0000] {subprocess.py:106} INFO -  45700K .......... .......... .......... .......... .......... 91%  273M 0s
[2024-12-06T17:52:48.984+0000] {subprocess.py:106} INFO -  45750K .......... .......... .......... .......... .......... 91%  102M 0s
[2024-12-06T17:52:48.984+0000] {subprocess.py:106} INFO -  45800K .......... .......... .......... .......... .......... 91%  272M 0s
[2024-12-06T17:52:48.985+0000] {subprocess.py:106} INFO -  45850K .......... .......... .......... .......... .......... 92%  238M 0s
[2024-12-06T17:52:48.985+0000] {subprocess.py:106} INFO -  45900K .......... .......... .......... .......... .......... 92% 70.1M 0s
[2024-12-06T17:52:48.985+0000] {subprocess.py:106} INFO -  45950K .......... .......... .......... .......... .......... 92%  171M 0s
[2024-12-06T17:52:48.985+0000] {subprocess.py:106} INFO -  46000K .......... .......... .......... .......... .......... 92%  213M 0s
[2024-12-06T17:52:48.985+0000] {subprocess.py:106} INFO -  46050K .......... .......... .......... .......... .......... 92% 39.5M 0s
[2024-12-06T17:52:48.986+0000] {subprocess.py:106} INFO -  46100K .......... .......... .......... .......... .......... 92%  130M 0s
[2024-12-06T17:52:48.986+0000] {subprocess.py:106} INFO -  46150K .......... .......... .......... .......... .......... 92%  165M 0s
[2024-12-06T17:52:48.986+0000] {subprocess.py:106} INFO -  46200K .......... .......... .......... .......... .......... 92% 82.0M 0s
[2024-12-06T17:52:48.986+0000] {subprocess.py:106} INFO -  46250K .......... .......... .......... .......... .......... 92% 67.9M 0s
[2024-12-06T17:52:48.987+0000] {subprocess.py:106} INFO -  46300K .......... .......... .......... .......... .......... 92% 80.4M 0s
[2024-12-06T17:52:48.988+0000] {subprocess.py:106} INFO -  46350K .......... .......... .......... .......... .......... 93% 90.6M 0s
[2024-12-06T17:52:48.989+0000] {subprocess.py:106} INFO -  46400K .......... .......... .......... .......... .......... 93%  166M 0s
[2024-12-06T17:52:48.989+0000] {subprocess.py:106} INFO -  46450K .......... .......... .......... .......... .......... 93% 55.4M 0s
[2024-12-06T17:52:48.990+0000] {subprocess.py:106} INFO -  46500K .......... .......... .......... .......... .......... 93%  182M 0s
[2024-12-06T17:52:48.990+0000] {subprocess.py:106} INFO -  46550K .......... .......... .......... .......... .......... 93%  201M 0s
[2024-12-06T17:52:48.991+0000] {subprocess.py:106} INFO -  46600K .......... .......... .......... .......... .......... 93% 67.9M 0s
[2024-12-06T17:52:48.991+0000] {subprocess.py:106} INFO -  46650K .......... .......... .......... .......... .......... 93%  147M 0s
[2024-12-06T17:52:48.992+0000] {subprocess.py:106} INFO -  46700K .......... .......... .......... .......... .......... 93% 87.5M 0s
[2024-12-06T17:52:48.992+0000] {subprocess.py:106} INFO -  46750K .......... .......... .......... .......... .......... 93% 80.1M 0s
[2024-12-06T17:52:48.993+0000] {subprocess.py:106} INFO -  46800K .......... .......... .......... .......... .......... 93%  110M 0s
[2024-12-06T17:52:48.993+0000] {subprocess.py:106} INFO -  46850K .......... .......... .......... .......... .......... 94% 75.2M 0s
[2024-12-06T17:52:48.994+0000] {subprocess.py:106} INFO -  46900K .......... .......... .......... .......... .......... 94%  232M 0s
[2024-12-06T17:52:48.994+0000] {subprocess.py:106} INFO -  46950K .......... .......... .......... .......... .......... 94% 64.5M 0s
[2024-12-06T17:52:48.994+0000] {subprocess.py:106} INFO -  47000K .......... .......... .......... .......... .......... 94% 53.0M 0s
[2024-12-06T17:52:48.995+0000] {subprocess.py:106} INFO -  47050K .......... .......... .......... .......... .......... 94%  208M 0s
[2024-12-06T17:52:48.995+0000] {subprocess.py:106} INFO -  47100K .......... .......... .......... .......... .......... 94%  107M 0s
[2024-12-06T17:52:48.996+0000] {subprocess.py:106} INFO -  47150K .......... .......... .......... .......... .......... 94%  221M 0s
[2024-12-06T17:52:48.996+0000] {subprocess.py:106} INFO -  47200K .......... .......... .......... .......... .......... 94% 97.3M 0s
[2024-12-06T17:52:48.997+0000] {subprocess.py:106} INFO -  47250K .......... .......... .......... .......... .......... 94% 48.7M 0s
[2024-12-06T17:52:48.997+0000] {subprocess.py:106} INFO -  47300K .......... .......... .......... .......... .......... 94% 99.1M 0s
[2024-12-06T17:52:48.997+0000] {subprocess.py:106} INFO -  47350K .......... .......... .......... .......... .......... 95%  171M 0s
[2024-12-06T17:52:48.998+0000] {subprocess.py:106} INFO -  47400K .......... .......... .......... .......... .......... 95%  136M 0s
[2024-12-06T17:52:48.998+0000] {subprocess.py:106} INFO -  47450K .......... .......... .......... .......... .......... 95%  159M 0s
[2024-12-06T17:52:48.999+0000] {subprocess.py:106} INFO -  47500K .......... .......... .......... .......... .......... 95%  109M 0s
[2024-12-06T17:52:48.999+0000] {subprocess.py:106} INFO -  47550K .......... .......... .......... .......... .......... 95%  124M 0s
[2024-12-06T17:52:49.000+0000] {subprocess.py:106} INFO -  47600K .......... .......... .......... .......... .......... 95% 67.8M 0s
[2024-12-06T17:52:49.000+0000] {subprocess.py:106} INFO -  47650K .......... .......... .......... .......... .......... 95%  105M 0s
[2024-12-06T17:52:49.001+0000] {subprocess.py:106} INFO -  47700K .......... .......... .......... .......... .......... 95% 92.0M 0s
[2024-12-06T17:52:49.001+0000] {subprocess.py:106} INFO -  47750K .......... .......... .......... .......... .......... 95%  125M 0s
[2024-12-06T17:52:49.001+0000] {subprocess.py:106} INFO -  47800K .......... .......... .......... .......... .......... 95% 48.2M 0s
[2024-12-06T17:52:49.002+0000] {subprocess.py:106} INFO -  47850K .......... .......... .......... .......... .......... 96% 80.7M 0s
[2024-12-06T17:52:49.002+0000] {subprocess.py:106} INFO -  47900K .......... .......... .......... .......... .......... 96%  240M 0s
[2024-12-06T17:52:49.002+0000] {subprocess.py:106} INFO -  47950K .......... .......... .......... .......... .......... 96%  180M 0s
[2024-12-06T17:52:49.002+0000] {subprocess.py:106} INFO -  48000K .......... .......... .......... .......... .......... 96% 99.6M 0s
[2024-12-06T17:52:49.003+0000] {subprocess.py:106} INFO -  48050K .......... .......... .......... .......... .......... 96% 55.4M 0s
[2024-12-06T17:52:49.003+0000] {subprocess.py:106} INFO -  48100K .......... .......... .......... .......... .......... 96%  190M 0s
[2024-12-06T17:52:49.003+0000] {subprocess.py:106} INFO -  48150K .......... .......... .......... .......... .......... 96% 90.1M 0s
[2024-12-06T17:52:49.003+0000] {subprocess.py:106} INFO -  48200K .......... .......... .......... .......... .......... 96%  109M 0s
[2024-12-06T17:52:49.004+0000] {subprocess.py:106} INFO -  48250K .......... .......... .......... .......... .......... 96% 66.5M 0s
[2024-12-06T17:52:49.004+0000] {subprocess.py:106} INFO -  48300K .......... .......... .......... .......... .......... 96%  155M 0s
[2024-12-06T17:52:49.004+0000] {subprocess.py:106} INFO -  48350K .......... .......... .......... .......... .......... 97% 30.1M 0s
[2024-12-06T17:52:49.004+0000] {subprocess.py:106} INFO -  48400K .......... .......... .......... .......... .......... 97%  249M 0s
[2024-12-06T17:52:49.005+0000] {subprocess.py:106} INFO -  48450K .......... .......... .......... .......... .......... 97% 61.9M 0s
[2024-12-06T17:52:49.005+0000] {subprocess.py:106} INFO -  48500K .......... .......... .......... .......... .......... 97%  142M 0s
[2024-12-06T17:52:49.005+0000] {subprocess.py:106} INFO -  48550K .......... .......... .......... .......... .......... 97%  883K 0s
[2024-12-06T17:52:49.005+0000] {subprocess.py:106} INFO -  48600K .......... .......... .......... .......... .......... 97% 13.3M 0s
[2024-12-06T17:52:49.006+0000] {subprocess.py:106} INFO -  48650K .......... .......... .......... .......... .......... 97% 42.0M 0s
[2024-12-06T17:52:49.006+0000] {subprocess.py:106} INFO -  48700K .......... .......... .......... .......... .......... 97% 83.1M 0s
[2024-12-06T17:52:49.006+0000] {subprocess.py:106} INFO -  48750K .......... .......... .......... .......... .......... 97%  200M 0s
[2024-12-06T17:52:49.006+0000] {subprocess.py:106} INFO -  48800K .......... .......... .......... .......... .......... 97%  137M 0s
[2024-12-06T17:52:49.006+0000] {subprocess.py:106} INFO -  48850K .......... .......... .......... .......... .......... 98%  121M 0s
[2024-12-06T17:52:49.006+0000] {subprocess.py:106} INFO -  48900K .......... .......... .......... .......... .......... 98% 37.9M 0s
[2024-12-06T17:52:49.007+0000] {subprocess.py:106} INFO -  48950K .......... .......... .......... .......... .......... 98%  127M 0s
[2024-12-06T17:52:49.007+0000] {subprocess.py:106} INFO -  49000K .......... .......... .......... .......... .......... 98%  163M 0s
[2024-12-06T17:52:49.007+0000] {subprocess.py:106} INFO -  49050K .......... .......... .......... .......... .......... 98%  104M 0s
[2024-12-06T17:52:49.007+0000] {subprocess.py:106} INFO -  49100K .......... .......... .......... .......... .......... 98% 91.2M 0s
[2024-12-06T17:52:49.007+0000] {subprocess.py:106} INFO -  49150K .......... .......... .......... .......... .......... 98% 38.1M 0s
[2024-12-06T17:52:49.008+0000] {subprocess.py:106} INFO -  49200K .......... .......... .......... .......... .......... 98%  117M 0s
[2024-12-06T17:52:49.008+0000] {subprocess.py:106} INFO -  49250K .......... .......... .......... .......... .......... 98% 43.6M 0s
[2024-12-06T17:52:49.008+0000] {subprocess.py:106} INFO -  49300K .......... .......... .......... .......... .......... 98%  104M 0s
[2024-12-06T17:52:49.008+0000] {subprocess.py:106} INFO -  49350K .......... .......... .......... .......... .......... 99% 85.3M 0s
[2024-12-06T17:52:49.008+0000] {subprocess.py:106} INFO -  49400K .......... .......... .......... .......... .......... 99% 89.5M 0s
[2024-12-06T17:52:49.008+0000] {subprocess.py:106} INFO -  49450K .......... .......... .......... .......... .......... 99%  139M 0s
[2024-12-06T17:52:49.008+0000] {subprocess.py:106} INFO -  49500K .......... .......... .......... .......... .......... 99% 97.9M 0s
[2024-12-06T17:52:49.009+0000] {subprocess.py:106} INFO -  49550K .......... .......... .......... .......... .......... 99% 21.1M 0s
[2024-12-06T17:52:49.009+0000] {subprocess.py:106} INFO -  49600K .......... .......... .......... .......... .......... 99% 88.9M 0s
[2024-12-06T17:52:49.009+0000] {subprocess.py:106} INFO -  49650K .......... .......... .......... .......... .......... 99% 24.4M 0s
[2024-12-06T17:52:49.009+0000] {subprocess.py:106} INFO -  49700K .......... .......... .......... .......... .......... 99%  109M 0s
[2024-12-06T17:52:49.009+0000] {subprocess.py:106} INFO -  49750K .......... .......... .......... .......... .......... 99% 90.7M 0s
[2024-12-06T17:52:49.009+0000] {subprocess.py:106} INFO -  49800K .......... .......... .......... .......... .......... 99%  168M 0s
[2024-12-06T17:52:49.010+0000] {subprocess.py:106} INFO -  49850K .......... ..........                                 100%  210M=1.3s
[2024-12-06T17:52:49.010+0000] {subprocess.py:106} INFO - 
[2024-12-06T17:52:49.010+0000] {subprocess.py:106} INFO - 2024-12-06 17:52:48 (38.5 MB/s) - ‘/opt/***/output_2024-08.parquet’ saved [51067350/51067350]
[2024-12-06T17:52:49.010+0000] {subprocess.py:106} INFO - 
[2024-12-06T17:52:49.011+0000] {subprocess.py:110} INFO - Command exited with return code 0
[2024-12-06T17:52:49.049+0000] {taskinstance.py:340} INFO - ::group::Post task execution logs
[2024-12-06T17:52:49.050+0000] {taskinstance.py:352} INFO - Marking task as SUCCESS. dag_id=LocalIngestionDag_v02, task_id=wget, run_id=scheduled__2024-08-02T06:00:00+00:00, execution_date=20240802T060000, start_date=20241206T175246, end_date=20241206T175249
[2024-12-06T17:52:49.096+0000] {local_task_job_runner.py:266} INFO - Task exited with return code 0
[2024-12-06T17:52:49.120+0000] {taskinstance.py:3895} INFO - 1 downstream tasks scheduled from follow-on schedule check
[2024-12-06T17:52:49.125+0000] {local_task_job_runner.py:245} INFO - ::endgroup::
